id,process_id,company,home_win_odds,draw_odds,guest_win_odds,home_win_rating,draw_rating,guest_win_rating,returned_rating,kaili_index1,kaili_index2,kaili_index3,change_time
679,55,Crown,2.26,3.20,3.35,42.00,29.66,28.34,94.92,0.93,1.00,0.94,2018/2/8 19:15:00
680,55,Expekt([瑞典),2.30,3.00,3.40,40.93,31.38,27.69,94.14,0.94,0.93,0.95,2017/12/9 15:20:00
681,55,Nordicbet(马恩岛),2.39,3.20,3.45,40.99,30.61,28.40,97.97,0.98,1.00,0.96,2017/12/18 14:30:00
682,55,Oddset(德国),2.20,2.80,3.20,40.43,31.77,27.80,88.95,0.90,0.87,0.89,2017/12/5 15:04:00
683,55,Pinnacle(荷兰),2.38,3.11,3.52,40.96,31.35,27.69,97.48,0.97,0.97,0.98,2018/2/27 18:17:00
684,55,博天堂(瓦努阿图),2.35,3.20,3.20,40.51,29.75,29.75,95.19,0.96,1.00,0.89,2017/12/20 09:21:00
685,55,金宝博(马恩岛),2.26,3.20,3.35,42.00,29.66,28.34,94.92,0.93,1.00,0.94,2018/2/8 19:16:00
686,55,利记sbobet(英国),2.28,2.95,3.30,40.59,31.37,28.04,92.54,0.93,0.92,0.92,2018/3/5 01:22:00
687,55,明陞(菲律宾),2.29,2.97,3.25,40.39,31.14,28.46,92.50,0.94,0.92,0.91,2018/2/26 15:54:00
688,55,盈禾(菲律宾),2.26,3.20,3.35,42.00,29.66,28.34,94.92,0.93,1.00,0.94,2018/2/8 19:15:00
689,55,BETDAQ(爱尔兰),2.20,2.76,3.25,40.42,32.22,27.36,88.92,0.90,0.86,0.91,2018/3/14 15:21:00
690,55,Betfair(英国),2.08,3.15,3.55,44.52,29.40,26.08,92.60,0.85,0.98,0.99,2018/3/1 20:39:00
691,55,Betsson(瑞典),2.39,3.20,3.45,40.99,30.61,28.40,97.97,0.98,1.00,0.96,2018/2/1 13:52:00
692,55,乐天堂(菲律宾),2.29,2.97,3.25,40.39,31.14,28.46,92.50,0.94,0.92,0.91,2018/2/26 19:47:00
693,55,马博(荷属安的列斯群岛),2.41,3.15,3.54,40.89,31.28,27.83,98.53,0.99,0.98,0.99,2018/2/13 17:22:00
694,55,优胜客(马耳他),2.35,3.05,3.45,40.79,31.43,27.78,95.85,0.96,0.95,0.96,2018/3/10 00:55:00
695,55,1Bet(直布罗陀),2.25,3.10,3.35,41.71,30.27,28.01,93.85,0.92,0.97,0.94,2018/3/14 15:21:00
696,55,1xBet,2.43,3.15,3.54,40.69,31.39,27.93,98.87,0.99,0.98,0.99,2018/2/13 17:22:00
697,55,5 Dimes(哥斯达黎加),2.37,3.10,3.50,40.96,31.31,27.73,97.07,0.97,0.97,0.98,2017/3/12 15:49:00
698,55,888Sport(直布罗陀),2.33,3.00,3.40,40.62,31.55,27.84,94.64,0.95,0.93,0.95,2018/2/26 19:47:00
699,55,ArtemisBet,2.18,2.90,3.20,41.10,30.90,28.00,89.60,0.89,0.90,0.89,2017/12/27 09:31:00
700,55,Bet3000(英国),2.30,3.00,3.50,41.26,31.63,27.11,94.89,0.94,0.93,0.98,2017/12/5 21:51:00
701,55,bet777.be,2.35,3.05,3.45,40.79,31.43,27.78,95.85,0.96,0.95,0.96,2018/3/10 22:26:00
702,55,BetAdria(哥斯达黎加),2.30,3.00,3.48,41.19,31.58,27.23,94.74,0.94,0.93,0.97,2018/3/1 04:23:00
703,55,Betbright,2.25,2.88,3.30,40.60,31.72,27.68,91.35,0.92,0.90,0.92,2018/3/14 07:16:00
704,55,BetClic.it(意大利),2.30,3.00,3.30,40.59,31.12,28.29,93.36,0.94,0.93,0.92,2017/12/16 09:51:00
705,55,BetClick(英国),2.30,3.00,3.30,40.59,31.12,28.29,93.36,0.94,0.93,0.92,2017/12/9 03:27:00
706,55,Betfair ES Sportsbook,2.10,3.20,3.60,44.65,29.30,26.05,93.77,0.86,1.00,1.01,2018/1/9 23:42:00
707,55,Betfair UK Sportsbook,2.10,3.20,3.60,44.65,29.30,26.05,93.77,0.86,1.00,1.01,2017/12/5 15:04:00
708,55,Betflag.it(意大利),2.25,2.90,3.35,40.86,31.70,27.44,91.93,0.92,0.90,0.94,2018/2/16 01:22:00
709,55,Betfred(英国),2.25,3.00,3.40,41.46,31.10,27.44,93.29,0.92,0.93,0.95,2017/12/11 09:52:00
710,55,Bethard,2.35,3.05,3.45,40.79,31.43,27.78,95.85,0.96,0.95,0.96,2018/3/8 18:55:00
711,55,BetOlimp,2.41,3.18,3.38,40.47,30.67,28.86,97.54,0.99,0.99,0.94,2018/2/14 01:15:00
712,55,Betrally,2.30,3.00,3.40,40.93,31.38,27.69,94.14,0.94,0.93,0.95,2018/3/13 23:03:00
713,55,Betregal,2.25,2.90,3.28,40.62,31.52,27.86,91.40,0.92,0.90,0.92,2018/3/14 10:43:00
714,55,Betstar(澳大利亚),2.30,2.88,3.25,39.90,31.86,28.24,91.77,0.94,0.90,0.91,2018/1/14 20:17:00
715,55,better.it(意大利),2.25,2.85,3.35,40.63,32.08,27.29,91.42,0.92,0.89,0.94,2017/12/21 03:52:00
716,55,BetVictor,2.30,3.00,3.40,40.93,31.38,27.69,94.14,0.94,0.93,0.95,2018/2/26 19:47:00
717,55,BINGOAL(比利时),2.30,3.00,3.40,40.93,31.38,27.69,94.14,0.94,0.93,0.95,2017/12/5 15:04:00
718,55,BoDog(哥斯达黎加),2.29,2.97,3.25,40.39,31.14,28.46,92.50,0.94,0.92,0.91,2018/2/8 17:11:00
719,55,Boyle Sports,2.25,2.80,3.30,40.24,32.33,27.43,90.53,0.92,0.87,0.92,2018/3/13 00:58:00
720,55,Boylesports(马恩岛),2.25,2.80,3.30,40.24,32.33,27.43,90.53,0.92,0.87,0.92,2017/3/12 23:04:00
721,55,Bwin.fr(法国),2.35,3.20,3.20,40.51,29.75,29.75,95.19,0.96,1.00,0.89,2017/12/23 09:38:00
722,55,CashPoint(奥地利),2.30,3.10,3.40,41.35,30.68,27.97,95.10,0.94,0.97,0.95,2017/12/5 15:04:00
723,55,CMD368.com,2.29,2.97,3.25,40.39,31.14,28.46,92.50,0.94,0.92,0.91,2018/2/27 18:17:00
724,55,ComeOn,2.35,3.05,3.45,40.79,31.43,27.78,95.85,0.96,0.95,0.96,2018/3/14 07:16:00
725,55,CoolBet,2.35,3.05,3.65,41.42,31.91,26.67,97.34,0.96,0.95,1.02,2018/3/7 23:33:00
726,55,Dafabet(菲律宾),2.29,2.97,3.25,40.39,31.14,28.46,92.50,0.94,0.92,0.91,2018/2/26 19:47:00
727,55,Danske Spil,2.35,3.10,3.35,40.66,30.82,28.52,95.55,0.96,0.97,0.94,2017/12/19 14:59:00
728,55,dinamobet,2.22,2.90,3.30,41.01,31.40,27.59,91.05,0.91,0.90,0.92,2017/12/11 14:16:00
729,55,Domusbet.it(意大利),2.36,2.96,3.51,40.49,32.28,27.22,95.56,0.97,0.92,0.98,2017/12/5 15:04:00
730,55,ErosBet,2.16,2.90,3.20,41.33,30.78,27.89,89.26,0.88,0.90,0.89,2017/12/11 14:16:00
731,55,Eurobet.it(意大利),2.35,3.00,3.30,40.07,31.39,28.54,94.17,0.96,0.93,0.92,2017/12/7 03:33:00
732,55,Europe-bet,2.30,2.90,3.40,40.49,32.11,27.39,93.13,0.94,0.90,0.95,2018/1/18 23:52:00
733,55,ExclusiveBet,2.22,2.90,3.30,41.01,31.40,27.59,91.05,0.91,0.90,0.92,2017/12/11 14:16:00
734,55,Fivebet.it(意大利),2.35,2.95,3.50,40.52,32.28,27.20,95.22,0.96,0.92,0.98,2017/12/5 15:04:00
735,55,Fonbet(俄罗斯),2.30,3.10,3.35,41.18,30.55,28.27,94.71,0.94,0.97,0.94,2018/1/30 06:37:00
736,55,Germania Sport(德国),2.40,2.95,3.40,39.69,32.29,28.02,95.26,0.98,0.92,0.95,2017/12/5 15:04:00
737,55,Giocodigitale.it,2.35,3.20,3.20,40.51,29.75,29.75,95.19,0.96,1.00,0.89,2017/12/4 18:40:00
738,55,Hrvatska Lutrija(克罗地亚),2.35,3.15,3.25,40.50,30.21,29.28,95.18,0.96,0.98,0.91,2018/3/9 03:16:00
739,55,Intertops(安提瓜和巴布达),2.30,3.00,3.45,41.10,31.51,27.40,94.52,0.94,0.93,0.96,2018/2/5 03:08:00
740,55,Intralot.it(意大利),2.30,3.00,3.40,40.93,31.38,27.69,94.14,0.94,0.93,0.95,2018/1/17 02:41:00
741,55,Island Casino(哥斯达黎加),2.37,3.10,3.50,40.96,31.31,27.73,97.07,0.97,0.97,0.98,2017/3/12 23:04:00
742,55,Jetbull(俄罗斯),2.26,2.90,3.30,40.58,31.63,27.79,91.71,0.93,0.90,0.92,2018/3/14 03:37:00
743,55,JoinBet,2.26,2.90,3.62,41.60,32.42,25.97,94.02,0.93,0.90,1.01,2017/12/5 15:04:00
744,55,Liga Stavok,2.35,2.97,3.49,40.57,32.10,27.32,95.35,0.96,0.92,0.97,2018/3/13 23:03:00
745,55,Marsbet,2.34,3.14,3.45,41.26,30.75,27.99,96.56,0.96,0.98,0.96,2018/3/9 03:17:00
746,55,marsbetting,2.35,3.00,3.35,40.24,31.52,28.23,94.57,0.96,0.93,0.94,2018/1/4 09:45:00
747,55,MeridianBet(爱尔兰),2.25,3.05,3.25,41.15,30.36,28.49,92.59,0.92,0.95,0.91,2017/12/29 09:28:00
748,55,MrGreen,2.33,3.00,3.40,40.62,31.55,27.84,94.64,0.95,0.93,0.95,2018/2/26 19:47:00
749,55,NetBet,2.30,3.05,3.45,41.31,31.15,27.54,95.01,0.94,0.95,0.96,2018/2/20 16:18:00
750,55,novibet,2.45,3.00,2.95,37.78,30.85,31.37,92.55,1.00,0.93,0.82,2017/12/5 15:04:00
751,55,Paddy Power(爱尔兰),2.10,3.20,3.60,44.65,29.30,26.05,93.77,0.86,1.00,1.01,2017/12/5 15:04:00
752,55,PAF(芬兰奥兰群岛),2.28,3.15,3.35,41.59,30.10,28.31,94.83,0.93,0.98,0.94,2018/2/21 16:14:00
753,55,PAF.es,2.33,3.00,3.40,40.62,31.55,27.84,94.64,0.95,0.93,0.95,2018/2/26 19:47:00
754,55,ParionsSport,2.25,2.90,3.35,40.86,31.70,27.44,91.93,0.92,0.90,0.94,2018/3/10 22:26:00
755,55,PlanetWin365,2.36,2.95,3.47,40.32,32.26,27.42,95.16,0.97,0.92,0.97,2018/3/6 23:42:00
756,55,SBG Global(哥斯达黎加),2.37,3.10,3.50,40.96,31.31,27.73,97.07,0.97,0.97,0.98,2017/3/12 15:11:00
757,55,Singbet,2.26,3.20,3.35,42.00,29.66,28.34,94.92,0.93,1.00,0.94,2018/2/9 01:13:00
758,55,Sisal.it,2.40,3.00,3.25,39.39,31.52,29.09,94.55,0.98,0.93,0.91,2017/12/19 09:46:00
759,55,skybet(英国),2.25,3.00,3.40,41.46,31.10,27.44,93.29,0.92,0.93,0.95,2018/2/27 18:17:00
760,55,SNAI.it,2.30,3.00,3.45,41.10,31.51,27.40,94.52,0.94,0.93,0.96,2017/12/17 09:39:00
761,55,SportBet(哥斯达黎加),2.37,3.10,3.50,40.96,31.31,27.73,97.07,0.97,0.97,0.98,2017/3/12 23:04:00
762,55,Tipbet,2.30,3.05,3.45,41.31,31.15,27.54,95.01,0.94,0.95,0.96,2018/3/6 00:42:00
763,55,TipKurz(斯洛伐克),2.30,3.15,2.80,39.19,28.62,32.19,90.14,0.94,0.98,0.78,2017/12/5 15:04:00
764,55,Tipsport(捷克),2.32,2.97,3.37,40.49,31.63,27.88,93.94,0.95,0.92,0.94,2017/12/5 15:04:00
765,55,Topgoal(奥地利),2.35,2.90,3.50,40.29,32.65,27.05,94.69,0.96,0.90,0.98,2017/12/8 10:31:00
766,55,totesport(英国),2.25,3.00,3.40,41.46,31.10,27.44,93.29,0.92,0.93,0.95,2017/12/11 09:52:00
767,55,Totosi.it,2.25,2.85,3.35,40.63,32.08,27.29,91.42,0.92,0.89,0.94,2017/12/21 03:52:00
768,55,Unibet.fr(法国),2.28,2.95,3.30,40.59,31.37,28.04,92.54,0.93,0.92,0.92,2018/3/13 00:58:00
769,55,Unibet.it(意大利),2.35,3.05,3.45,40.79,31.43,27.78,95.85,0.96,0.95,0.96,2018/3/9 20:22:00
770,55,VBet,2.29,3.06,3.36,41.15,30.80,28.05,94.24,0.94,0.95,0.94,2017/3/12 23:04:00
771,55,victory(澳大利亚),2.33,3.00,3.20,39.92,31.01,29.07,93.02,0.95,0.93,0.89,2017/12/13 10:17:00
772,55,Villabet,2.29,3.06,3.36,41.15,30.80,28.05,94.24,0.94,0.95,0.94,2018/3/9 03:17:00
773,55,wembleybet,2.22,2.90,3.30,41.01,31.40,27.59,91.05,0.91,0.90,0.92,2017/12/11 09:52:00
774,55,wetten.de(德国),2.40,3.05,3.55,40.60,31.95,27.45,97.44,0.98,0.95,0.99,2017/1/12 00:51:00
775,55,Winamax.fr,2.35,3.10,3.45,41.00,31.08,27.93,96.34,0.96,0.97,0.96,2018/2/27 19:35:00
776,55,X-TiP,2.30,3.10,3.40,41.35,30.68,27.97,95.10,0.94,0.97,0.95,2017/12/4 18:40:00
777,55,Zebet.fr,2.27,2.87,3.20,39.99,31.63,28.37,90.79,0.93,0.89,0.89,2017/12/5 15:04:00
778,56,ManbetX,4.15,3.50,1.90,22.88,27.13,49.98,94.97,0.93,0.97,0.95,2018/1/11 18:34:00
779,56,bet 365(英国),4.00,3.50,1.90,23.54,26.90,49.56,94.16,0.89,0.97,0.95,2018/1/18 10:01:00
780,56,威廉希尔(英国),4.00,3.25,1.91,23.12,28.46,48.42,92.49,0.89,0.90,0.95,2017/12/2 23:34:00
781,56,立博(英国),4.20,3.20,1.85,21.82,28.64,49.54,91.65,0.94,0.89,0.92,2018/3/10 13:10:00
782,56,bet-at-home(马尔他),4.32,3.36,1.85,21.64,27.82,50.53,93.49,0.96,0.93,0.92,2018/1/16 00:54:00
783,56,伟德(直布罗陀),4.20,3.40,1.87,22.32,27.57,50.12,93.72,0.94,0.94,0.93,2018/2/19 17:47:00
784,56,10BET(英国),4.40,3.45,1.86,21.55,27.48,50.97,94.81,0.98,0.96,0.93,2018/3/14 15:43:00
785,56,12BET(菲律宾),3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/22 13:11:00
786,56,18Bet,4.00,3.35,1.85,22.96,27.41,49.63,91.82,0.89,0.93,0.92,2018/3/14 16:41:00
787,56,Bwin(奥地利),4.00,3.50,1.95,23.84,27.25,48.91,95.37,0.89,0.97,0.97,2017/12/5 15:15:00
788,56,Centrebet(澳大利亚),4.00,3.40,1.91,23.42,27.55,49.04,93.66,0.89,0.94,0.95,2017/12/7 03:33:00
789,56,Coral(英国),4.20,3.20,1.85,21.82,28.64,49.54,91.65,0.94,0.89,0.92,2018/1/15 03:54:00
790,56,Crown,4.15,3.50,1.90,22.88,27.13,49.98,94.97,0.93,0.97,0.95,2018/1/11 16:28:00
791,56,Expekt([瑞典),4.25,3.40,1.90,22.29,27.86,49.85,94.72,0.95,0.94,0.95,2017/12/8 10:31:00
792,56,Nordicbet(马恩岛),4.30,3.60,1.94,22.67,27.08,50.25,97.48,0.96,1.00,0.97,2018/3/9 20:22:00
793,56,Oddset(德国),4.00,3.30,1.75,22.23,26.95,50.82,88.93,0.89,0.92,0.87,2017/12/5 15:15:00
794,56,Pinnacle(荷兰),4.55,3.51,1.90,21.32,27.63,51.05,96.99,1.02,0.98,0.95,2018/2/27 18:17:00
795,56,博天堂(瓦努阿图),4.00,3.50,1.95,23.84,27.25,48.91,95.37,0.89,0.97,0.97,2017/12/20 09:21:00
796,56,金宝博(马恩岛),4.15,3.50,1.90,22.88,27.13,49.98,94.97,0.93,0.97,0.95,2018/1/11 19:17:00
797,56,利记sbobet(英国),3.95,3.20,1.95,23.47,28.98,47.55,92.72,0.88,0.89,0.97,2017/1/19 05:12:00
798,56,明陞(菲律宾),3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/22 13:11:00
799,56,盈禾(菲律宾),4.15,3.50,1.90,22.88,27.13,49.98,94.97,0.93,0.97,0.95,2018/1/11 16:30:00
800,56,BETDAQ(爱尔兰),4.20,3.20,1.85,21.82,28.64,49.54,91.65,0.94,0.89,0.92,2018/3/6 01:43:00
801,56,Betfair(英国),4.10,3.10,1.94,22.54,29.81,47.64,92.43,0.92,0.86,0.97,2018/3/14 15:21:00
802,56,Betsson(瑞典),4.30,3.60,1.94,22.67,27.08,50.25,97.48,0.96,1.00,0.97,2018/3/9 20:22:00
803,56,乐天堂(菲律宾),3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/22 14:38:00
804,56,马博(荷属安的列斯群岛),4.70,3.55,1.92,20.96,27.74,51.30,98.49,1.05,0.99,0.96,2018/2/20 16:18:00
805,56,优胜客(马耳他),4.50,3.45,1.88,21.29,27.76,50.95,95.79,1.00,0.96,0.94,2018/3/10 00:55:00
806,56,1Bet(直布罗陀),4.00,3.35,1.90,23.26,27.77,48.97,93.04,0.89,0.93,0.95,2018/3/14 15:21:00
807,56,1xBet,4.66,3.54,1.94,21.19,27.90,50.91,98.76,1.04,0.98,0.97,2018/2/3 07:08:00
808,56,5 Dimes(哥斯达黎加),4.55,3.50,1.88,21.19,27.54,51.27,96.39,1.02,0.97,0.94,2017/3/12 15:49:00
809,56,888Sport(直布罗陀),4.40,3.40,1.88,21.58,27.92,50.50,94.94,0.98,0.94,0.94,2018/3/9 20:22:00
810,56,ArtemisBet,4.00,3.28,1.78,22.39,27.30,50.31,89.55,0.89,0.91,0.89,2017/12/27 14:34:00
811,56,Bet3000(英国),4.50,3.40,1.85,21.03,27.83,51.14,94.62,1.00,0.94,0.92,2017/2/12 02:46:00
812,56,bet777.be,4.45,3.45,1.87,21.42,27.62,50.96,95.30,0.99,0.96,0.93,2018/3/13 23:03:00
813,56,BetAdria(哥斯达黎加),4.30,3.42,1.88,22.00,27.67,50.33,94.62,0.96,0.95,0.94,2018/2/10 02:07:00
814,56,Betbright,4.00,3.25,1.85,22.76,28.02,49.22,91.06,0.89,0.90,0.92,2018/3/10 05:13:00
815,56,BetClic.it(意大利),4.00,3.40,1.90,23.36,27.48,49.17,93.42,0.89,0.94,0.95,2017/12/16 09:51:00
816,56,BetClick(英国),4.00,3.40,1.90,23.36,27.48,49.17,93.42,0.89,0.94,0.95,2017/12/9 03:27:00
817,56,Betfair ES Sportsbook,4.20,3.10,1.95,22.18,30.05,47.77,93.15,0.94,0.86,0.97,2018/1/9 23:42:00
818,56,Betfair UK Sportsbook,4.20,3.10,1.95,22.18,30.05,47.77,93.15,0.94,0.86,0.97,2017/12/5 15:15:00
819,56,Betflag.it(意大利),4.25,3.30,1.80,21.51,27.70,50.79,91.42,0.95,0.92,0.90,2018/2/17 02:24:00
820,56,Betfred(英国),4.20,3.30,1.90,22.31,28.39,49.31,93.68,0.94,0.92,0.95,2018/2/26 19:47:00
821,56,Bethard,4.45,3.50,1.87,21.50,27.34,51.16,95.68,0.99,0.97,0.93,2018/3/14 15:21:00
822,56,BetOlimp,4.30,3.59,1.95,22.71,27.20,50.08,97.66,0.96,1.00,0.97,2018/2/14 01:14:00
823,56,Betrally,4.35,3.40,1.87,21.71,27.78,50.51,94.45,0.97,0.94,0.93,2018/3/13 23:03:00
824,56,Betregal,4.00,3.30,1.86,22.92,27.78,49.29,91.69,0.89,0.92,0.93,2018/3/14 10:44:00
825,56,Betstar(澳大利亚),4.20,3.20,1.85,21.82,28.64,49.54,91.65,0.94,0.89,0.92,2018/1/15 03:54:00
826,56,better.it(意大利),4.30,3.35,1.80,21.40,27.47,51.13,92.03,0.96,0.93,0.90,2017/12/21 03:52:00
827,56,BetVictor,4.20,3.40,1.87,22.32,27.57,50.12,93.72,0.94,0.94,0.93,2018/2/27 19:35:00
828,56,BINGOAL(比利时),4.60,3.50,1.80,20.53,26.99,52.48,94.46,1.03,0.97,0.90,2017/12/5 15:15:00
829,56,BoDog(哥斯达黎加),3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/26 19:47:00
830,56,Boyle Sports,4.00,3.25,1.83,22.64,27.87,49.49,90.57,0.89,0.90,0.91,2018/3/13 00:58:00
831,56,Boylesports(马恩岛),4.00,3.25,1.83,22.64,27.87,49.49,90.57,0.89,0.90,0.91,2017/3/12 23:04:00
832,56,Bwin.fr(法国),4.00,3.50,1.95,23.84,27.25,48.91,95.37,0.89,0.97,0.97,2017/12/24 09:28:00
833,56,CashPoint(奥地利),4.35,3.45,1.88,21.86,27.56,50.58,95.09,0.97,0.96,0.94,2017/12/5 15:15:00
834,56,CMD368.com,3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/22 14:38:00
835,56,ComeOn,4.50,3.50,1.87,21.31,27.40,51.29,95.91,1.00,0.97,0.93,2018/3/13 23:03:00
836,56,CoolBet,4.00,3.45,2.05,24.33,28.21,47.47,97.31,0.89,0.96,1.02,2018/3/7 23:33:00
837,56,Dafabet(菲律宾),3.95,3.30,1.91,23.45,28.06,48.49,92.61,0.88,0.92,0.95,2018/2/22 14:38:00
838,56,Danske Spil,4.20,3.50,1.90,22.67,27.21,50.12,95.23,0.94,0.97,0.95,2018/3/11 23:23:00
839,56,dinamobet,4.15,3.30,1.82,22.04,27.71,50.25,91.45,0.93,0.92,0.91,2017/12/5 15:15:00
840,56,Domusbet.it(意大利),4.25,3.40,1.90,22.29,27.86,49.85,94.72,0.95,0.94,0.95,2017/12/28 08:59:00
841,56,ErosBet,4.00,3.28,1.78,22.39,27.30,50.31,89.55,0.89,0.91,0.89,2017/12/11 14:16:00
842,56,Eurobet.it(意大利),4.15,3.50,1.87,22.70,26.92,50.38,94.21,0.93,0.97,0.93,2017/12/7 03:33:00
843,56,Europe-bet,4.25,3.35,1.85,21.90,27.79,50.31,93.08,0.95,0.93,0.92,2018/1/20 02:52:00
844,56,ExclusiveBet,4.15,3.30,1.82,22.04,27.71,50.25,91.45,0.93,0.92,0.91,2017/12/11 14:16:00
845,56,Fivebet.it(意大利),4.25,3.40,1.90,22.29,27.86,49.85,94.72,0.95,0.94,0.95,2017/12/28 08:59:00
846,56,Fonbet(俄罗斯),4.45,3.45,1.85,21.30,27.47,51.23,94.78,0.99,0.96,0.92,2018/1/29 22:55:00
847,56,Germania Sport(德国),4.30,3.40,1.90,22.09,27.93,49.98,94.97,0.96,0.94,0.95,2017/12/5 15:15:00
848,56,Giocodigitale.it,4.00,3.50,1.95,23.84,27.25,48.91,95.37,0.89,0.97,0.97,2017/12/4 18:40:00
849,56,Hrvatska Lutrija(克罗地亚),4.50,3.30,1.90,21.13,28.82,50.05,95.10,1.00,0.92,0.95,2018/3/9 03:16:00
850,56,Intertops(安提瓜和巴布达),4.40,3.40,1.85,21.40,27.70,50.90,94.17,0.98,0.94,0.92,2017/12/27 09:30:00
851,56,Intralot.it(意大利),4.00,3.45,1.90,23.45,27.19,49.37,93.79,0.89,0.96,0.95,2018/1/17 10:25:00
852,56,Island Casino(哥斯达黎加),4.55,3.50,1.88,21.19,27.54,51.27,96.39,1.02,0.97,0.94,2017/3/12 23:04:00
853,56,Jetbull(俄罗斯),3.80,3.30,1.87,23.90,27.52,48.57,90.83,0.85,0.92,0.93,2018/2/27 18:17:00
854,56,JoinBet,4.02,3.52,1.91,23.55,26.89,49.56,94.66,0.90,0.98,0.95,2018/1/18 23:52:00
855,56,Liga Stavok,4.52,3.50,1.84,21.06,27.20,51.74,95.20,1.01,0.97,0.92,2018/3/13 23:03:00
856,56,Marsbet,4.30,3.47,1.94,22.44,27.81,49.75,96.51,0.96,0.96,0.97,2018/3/10 22:26:00
857,56,marsbetting,4.33,3.35,1.88,21.76,28.12,50.12,94.22,0.97,0.93,0.94,2018/1/7 14:59:00
858,56,MeridianBet(爱尔兰),4.15,3.40,1.85,22.40,27.34,50.25,92.97,0.93,0.94,0.92,2017/12/29 09:28:00
859,56,MrGreen,4.40,3.40,1.88,21.58,27.92,50.50,94.94,0.98,0.94,0.94,2018/3/10 22:26:00
860,56,NetBet,4.45,3.45,1.87,21.42,27.62,50.96,95.30,0.99,0.96,0.93,2018/2/13 17:22:00
861,56,novibet,3.45,3.20,2.10,26.87,28.97,44.15,92.72,0.77,0.89,1.05,2017/12/5 15:15:00
862,56,Paddy Power(爱尔兰),4.20,3.10,1.95,22.18,30.05,47.77,93.15,0.94,0.86,0.97,2017/12/5 15:15:00
863,56,PAF(芬兰奥兰群岛),4.60,3.40,1.85,20.66,27.96,51.38,95.05,1.03,0.94,0.92,2018/2/21 16:14:00
864,56,PAF.es,4.40,3.40,1.88,21.58,27.92,50.50,94.94,0.98,0.94,0.94,2018/3/10 22:26:00
865,56,ParionsSport,4.00,3.30,1.85,22.86,27.71,49.43,91.44,0.89,0.92,0.92,2018/3/10 13:47:00
866,56,PlanetWin365,4.38,3.35,1.91,21.74,28.42,49.84,95.20,0.98,0.93,0.95,2018/3/7 09:48:00
867,56,SBG Global(哥斯达黎加),4.55,3.50,1.88,21.19,27.54,51.27,96.39,1.02,0.97,0.94,2017/3/12 15:49:00
868,56,Singbet,4.15,3.50,1.90,22.88,27.13,49.98,94.97,0.93,0.97,0.95,2018/1/11 17:08:00
869,56,Sisal.it,4.25,3.55,1.88,22.43,26.86,50.71,95.34,0.95,0.99,0.94,2017/12/15 09:41:00
870,56,skybet(英国),4.20,3.30,1.91,22.36,28.46,49.18,93.92,0.94,0.92,0.95,2018/2/27 18:17:00
871,56,SNAI.it,4.25,3.50,1.87,22.29,27.06,50.65,94.72,0.95,0.97,0.93,2018/1/18 23:52:00
872,56,SportBet(哥斯达黎加),4.55,3.50,1.88,21.19,27.54,51.27,96.39,1.02,0.97,0.94,2017/3/12 23:04:00
873,56,Tipbet,4.45,3.45,1.90,21.59,27.85,50.56,96.07,0.99,0.96,0.95,2018/3/6 00:42:00
874,56,TipKurz(斯洛伐克),3.60,3.25,1.90,24.98,27.68,47.34,89.95,0.80,0.90,0.95,2017/12/5 15:15:00
875,56,Tipsport(捷克),4.32,3.40,1.86,21.77,27.66,50.57,94.05,0.96,0.94,0.93,2017/12/5 15:15:00
876,56,Topgoal(奥地利),4.20,3.50,1.85,22.37,26.84,50.79,93.95,0.94,0.97,0.92,2017/12/8 10:31:00
877,56,totesport(英国),4.20,3.30,1.90,22.31,28.39,49.31,93.68,0.94,0.92,0.95,2018/2/26 19:47:00
878,56,Totosi.it,4.30,3.35,1.80,21.40,27.47,51.13,92.03,0.96,0.93,0.90,2017/12/21 03:52:00
879,56,Unibet.fr(法国),4.10,3.25,1.90,22.63,28.55,48.83,92.77,0.92,0.90,0.95,2018/3/14 15:21:00
880,56,Unibet.it(意大利),4.50,3.45,1.88,21.29,27.76,50.95,95.79,1.00,0.96,0.94,2018/3/9 20:22:00
881,56,VBet,4.18,3.38,1.91,22.60,27.95,49.46,94.46,0.93,0.94,0.95,2018/3/10 22:26:00
882,56,victory(澳大利亚),4.00,3.35,1.90,23.26,27.77,48.97,93.04,0.89,0.93,0.95,2017/12/13 10:16:00
883,56,Villabet,4.18,3.38,1.91,22.60,27.95,49.46,94.46,0.93,0.94,0.95,2018/3/9 20:22:00
884,56,wembleybet,4.15,3.30,1.82,22.04,27.71,50.25,91.45,0.93,0.92,0.91,2017/12/11 14:16:00
885,56,wetten.de(德国),4.60,3.50,1.90,21.12,27.75,51.13,97.14,1.03,0.97,0.95,2017/1/12 00:51:00
886,56,Winamax.fr,4.25,3.50,1.88,22.35,27.14,50.52,94.97,0.95,0.97,0.94,2018/2/27 19:35:00
887,56,X-TiP,4.35,3.45,1.88,21.86,27.56,50.58,95.09,0.97,0.96,0.94,2017/12/5 15:15:00
