,Unnamed: 0,Unnamed: 0.1,id,team_id,team_name,home_team,visiting_team,type,time,result,foul,yellow_card,red_card,possession,shot,pass,pass_rate,most,score,create_time,update_time,year,home_rank,visiting_rank
0,0,0,74,1,俄罗斯,俄罗斯,西班牙,国际友谊,2017/11/15 02:45:00,3-3,16,0,0,0.37,11(5),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,6
1,1,1,75,1,俄罗斯,俄罗斯,阿根廷,国际友谊,2017/11/11 21:00:00,0-1,13,0,0,0.33,3(1),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,4
2,2,2,76,1,俄罗斯,俄罗斯,伊朗,国际友谊,2017/10/10 23:59:00,1-1,16,0,0,0.63,10(6),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,32
3,3,3,77,1,俄罗斯,俄罗斯,韩国,国际友谊,2017/10/7 22:00:00,4-2,13,2,0,0.48,7(5),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,60
4,4,4,78,1,俄罗斯,俄罗斯,莫斯科迪纳摩,球会友谊,2017/9/3 22:30:00,3-0,0,0,0,0.48,12(4),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,0
5,5,5,79,1,俄罗斯,俄罗斯,墨西哥,洲际杯,2017/6/24 23:00:00,1-2,20,5,1,0.4,10(2),0(0),0.0,0,0,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,16
6,6,6,80,1,俄罗斯,俄罗斯,葡萄牙,洲际杯,2017/6/21 23:00:00,0-1,13,3,0,0.49,7(0),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,3
7,7,7,81,1,俄罗斯,俄罗斯,新西兰,洲际杯,2017/6/17 23:00:00,2-0,14,0,0,0.53,13(5),0(0),0.0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,121
8,8,8,82,1,俄罗斯,俄罗斯,智利,国际友谊,2017/6/9 23:59:00,1-1,16,1,0,0.39,8(4),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,10
9,9,9,83,1,俄罗斯,匈牙利,俄罗斯,国际友谊,2017/6/6 02:30:00,0-3,19,2,0,0.37,8(4),0(0),0.0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,53,64
10,10,10,84,1,俄罗斯,俄罗斯,比利时,国际友谊,2017/3/28 23:59:00,3-3,12,0,0,0.34,9(4),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,5
11,11,11,85,1,俄罗斯,俄罗斯,科特迪瓦,国际友谊,2017/3/24 23:59:00,0-2,15,1,0,0.55,12(4),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2017,64,0
12,12,12,86,1,俄罗斯,俄罗斯,罗马尼亚,国际友谊,2016/11/15 23:59:00,1-0,7,0,0,0.5,11(4),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,39
13,13,13,87,1,俄罗斯,卡塔尔,俄罗斯,国际友谊,2016/11/10 23:59:00,2-1,13,0,0,0.53,9(3),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,87,56
14,14,14,88,1,俄罗斯,俄罗斯,哥斯达黎加,国际友谊,2016/10/9 21:00:00,3-4,12,1,0,0.51,10(7),0(0),0.0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,17
15,15,15,89,1,俄罗斯,俄罗斯,加纳,国际友谊,2016/9/6 23:59:00,1-0,16,1,0,0.44,11(5),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,53
16,16,16,90,1,俄罗斯,土耳其,俄罗斯,国际友谊,2016/9/1 02:30:00,0-0,13,1,0,0.43,6(2),0(0),0.0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,24,56
17,17,17,91,1,俄罗斯,俄罗斯,威尔士,欧洲杯,2016/6/21 03:00:00,0-3,9,1,0,0.51,12(3),435(356),0.82,1,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,12
18,18,18,92,1,俄罗斯,俄罗斯,斯洛伐克,欧洲杯,2016/6/15 21:00:00,1-2,8,0,0,0.65,15(2),557(474),0.85,1,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,25
19,19,19,93,1,俄罗斯,英格兰,俄罗斯,欧洲杯,2016/6/12 03:00:00,1-1,16,1,0,0.46,6(2),413(319),0.77,1,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,13,56
20,20,20,94,1,俄罗斯,塞尔维亚,俄罗斯,国际友谊,2016/6/5 23:59:00,1-1,14,0,0,0.54,9(5),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,44,56
21,21,21,95,1,俄罗斯,捷克,俄罗斯,国际友谊,2016/6/1 23:59:00,2-1,12,0,0,0.58,7(4),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,43,56
22,22,22,96,1,俄罗斯,法国,俄罗斯,国际友谊,2016/3/30 03:00:00,4-2,16,3,0,0.45,3(2),434(348),0.8,1,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,7,56
23,23,23,97,1,俄罗斯,俄罗斯,立陶宛,国际友谊,2016/3/26 23:59:00,3-0,7,1,0,0.63,10(4),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2016,56,105
24,24,24,98,1,俄罗斯,俄罗斯,克罗地亚,国际友谊,2015/11/17 23:59:00,1-3,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,18
25,25,25,99,1,俄罗斯,俄罗斯,葡萄牙,国际友谊,2015/11/14 22:00:00,1-0,0,1,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,7
26,26,26,100,1,俄罗斯,俄罗斯,黑山,欧洲杯,2015/10/12 23:59:00,2-0,5,0,0,0.69,16(7),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,85
27,27,27,101,1,俄罗斯,摩尔多瓦,俄罗斯,欧洲杯,2015/10/10 02:45:00,1-2,9,2,0,0.62,15(6),0(0),0.0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,155,24
28,28,28,102,1,俄罗斯,列支敦士登,俄罗斯,欧洲杯,2015/9/9 02:45:00,0-7,11,0,0,0.5,27(13),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,164,24
29,29,29,103,1,俄罗斯,俄罗斯,瑞典,欧洲杯,2015/9/5 23:59:00,1-0,16,2,0,0.5,11(6),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,35
30,30,30,104,1,俄罗斯,俄罗斯,奥地利,欧洲杯,2015/6/14 23:59:00,0-1,11,1,0,0.5,13(6),0(0),0.0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,10
31,31,31,105,1,俄罗斯,俄罗斯,白俄罗斯,国际友谊,2015/6/7 23:00:00,4-2,0,1,0,0.0,0(0),0(0),0.0,0,0,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,67
32,32,32,106,1,俄罗斯,俄罗斯,哈萨克斯坦,国际友谊,2015/4/1 01:00:00,0-0,0,0,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,24,129
33,33,33,107,1,俄罗斯,黑山,俄罗斯,欧洲杯,2015/3/28 03:45:00,0-3,10,2,0,0.41,7(4),0(0),0.0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22,2015,85,24
34,34,34,108,1,俄罗斯,匈牙利,俄罗斯,国际友谊,2014/11/19 03:30:00,1-2,0,1,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,45,31
35,35,35,109,1,俄罗斯,奥地利,俄罗斯,欧洲杯,2014/11/16 01:00:00,1-0,0,2,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,23,31
36,36,36,110,1,俄罗斯,俄罗斯,摩尔多瓦,欧洲杯,2014/10/12 23:59:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,121
37,37,37,111,1,俄罗斯,瑞典,俄罗斯,欧洲杯,2014/10/10 02:45:00,1-1,0,2,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,44,31
38,38,38,112,1,俄罗斯,俄罗斯,列支敦士登,欧洲杯,2014/9/8 23:59:00,4-0,11,0,0,0.66,24(12),0(0),0.0,0,10,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,132
39,39,39,113,1,俄罗斯,俄罗斯,阿塞拜疆,国际友谊,2014/9/3 23:00:00,4-0,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,135
40,40,40,114,1,俄罗斯,阿尔及利亚,俄罗斯,世界杯,2014/6/27 04:00:00,1-1,14,2,0,0.53,10(7),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,18,31
41,41,41,115,1,俄罗斯,比利时,俄罗斯,世界杯,2014/6/23 00:00:00,1-0,9,1,0,0.47,13(6),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,4,31
42,42,42,116,1,俄罗斯,俄罗斯,韩国,世界杯,2014/6/18 06:00:00,1-1,15,1,0,0.48,16(10),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,69
43,43,43,117,1,俄罗斯,俄罗斯,摩洛哥,国际友谊,2014/6/6 22:00:00,2-0,15,0,0,0.55,9(3),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,81
44,44,44,118,1,俄罗斯,挪威,俄罗斯,国际友谊,2014/5/31 22:00:00,1-1,15,1,0,0.55,17(7),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,67,31
45,45,45,119,1,俄罗斯,俄罗斯,斯洛伐克,国际友谊,2014/5/26 22:00:00,1-0,14,0,0,0.62,8(2),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,21
46,46,46,120,1,俄罗斯,俄罗斯,阿美尼亚,球会友谊,2014/3/5 22:00:00,2-0,18,1,0,0.55,15(7),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2014,31,79
47,47,47,121,1,俄罗斯,俄罗斯,韩国,球会友谊,2013/11/19 22:00:00,2-1,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,22,54
48,48,48,122,1,俄罗斯,俄罗斯,塞尔维亚,球会友谊,2013/11/16 00:30:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,22,30
49,49,49,123,1,俄罗斯,阿塞拜疆,俄罗斯,欧洲预选,2013/10/16 01:00:00,1-1,13,2,0,0.63,20(8),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,94,22
50,50,50,124,1,俄罗斯,卢森堡,俄罗斯,欧洲预选,2013/10/12 02:30:00,0-4,10,0,1,0.6,14(4),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,123,22
51,51,51,125,1,俄罗斯,俄罗斯,以色列,欧洲预选,2013/9/10 23:00:00,3-1,10,4,0,0.5,7(2),0(0),0.0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,22,63
52,52,52,126,1,俄罗斯,俄罗斯,卢森堡,欧洲预选,2013/9/6 23:30:00,4-1,13,0,1,0.62,16(7),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,22,123
53,53,53,127,1,俄罗斯,北爱尔兰,俄罗斯,欧洲预选,2013/8/15 02:45:00,1-0,7,1,1,0.62,11(0),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,89,22
54,54,54,128,1,俄罗斯,葡萄牙,俄罗斯,欧洲预选,2013/6/8 03:45:00,1-0,13,0,0,0.54,7(3),0(0),0.0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,5,22
55,55,55,129,1,俄罗斯,巴西,俄罗斯,球会友谊,2013/3/26 03:30:00,1-1,16,1,1,0.47,6(3),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2013,10,22
56,56,56,130,1,俄罗斯,俄罗斯,美国,球会友谊,2012/11/14 23:00:00,2-2,16,1,0,0.37,15(4),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,28
57,57,57,131,1,俄罗斯,俄罗斯,阿塞拜疆,欧洲预选,2012/10/16 23:00:00,1-0,6,1,1,0.56,15(5),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,118
58,58,58,132,1,俄罗斯,俄罗斯,葡萄牙,欧洲预选,2012/10/12 23:00:00,1-0,11,2,0,0.37,9(6),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,7
59,59,59,133,1,俄罗斯,以色列,俄罗斯,欧洲预选,2012/9/12 01:00:00,0-4,11,2,0,0.47,11(5),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,78,9
60,60,60,134,1,俄罗斯,俄罗斯,北爱尔兰,欧洲预选,2012/9/7 23:00:00,2-0,4,1,1,0.68,11(6),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,96
61,61,61,135,1,俄罗斯,俄罗斯,科特迪瓦,球会友谊,2012/8/15 23:00:00,1-1,13,0,0,0.54,9(3),0(0),0.0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,0
62,62,62,136,1,俄罗斯,希腊,俄罗斯,欧洲杯,2012/6/17 02:45:00,1-0,14,4,1,0.62,25(10),0(0),0.0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,11,9
63,63,63,137,1,俄罗斯,波兰,俄罗斯,欧洲杯,2012/6/13 02:45:00,1-1,13,2,0,0.57,7(2),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,55,9
64,64,64,138,1,俄罗斯,俄罗斯,捷克,欧洲杯,2012/6/9 02:45:00,4-1,13,3,1,0.51,17(5),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,29
65,65,65,139,1,俄罗斯,意大利,俄罗斯,球会友谊,2012/6/2 02:45:00,0-3,24,2,1,0.46,18(5),0(0),0.0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,4,9
66,66,66,140,1,俄罗斯,立陶宛,俄罗斯,球会友谊,2012/5/30 01:45:00,0-0,17,0,1,0.34,8(3),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,116,9
67,67,67,141,1,俄罗斯,俄罗斯,乌拉圭,球会友谊,2012/5/26 00:45:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,9,16
68,68,68,142,1,俄罗斯,丹麦,俄罗斯,球会友谊,2012/3/1 02:45:00,0-2,10,4,1,0.5,14(8),0(0),0.0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22,2012,23,9
69,69,69,143,1,俄罗斯,俄罗斯,安道尔,欧洲杯,2011/10/12 01:45:00,6-0,12,2,1,0.63,17(10),0(0),0.0,0,10,2018/3/9 09:42:22,2018/3/9 09:42:22,2011,12,206
70,70,70,144,1,俄罗斯,斯洛伐克,俄罗斯,欧洲杯,2011/10/8 02:15:00,0-1,8,2,1,0.55,14(9),0(0),0.0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22,2011,40,12
71,71,71,145,1,俄罗斯,俄罗斯,爱尔兰,欧洲杯,2011/9/6 23:00:00,0-0,10,1,0,0.62,24(10),0(0),0.0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22,2011,12,22
72,72,72,146,1,俄罗斯,俄罗斯,马其顿,欧洲杯,2011/9/2 23:59:00,1-0,16,3,1,0.5,12(6),0(0),0.0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22,2011,12,103
73,73,73,193,2,沙特阿拉伯,沙特阿拉伯,阿曼,海湾运,2017/12/28 23:30:00,0-2,0,2,0,0.69,6(2),0(0),0.0,0,11,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,0
74,74,74,194,2,沙特阿拉伯,阿联酋,沙特阿拉伯,海湾运,2017/12/25 22:30:00,0-0,0,1,0,0.55,8(1),0(0),0.0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,0,63
75,75,75,195,2,沙特阿拉伯,科威特,沙特阿拉伯,海湾运,2017/12/22 23:35:00,1-2,0,4,0,0.56,8(3),0(0),0.0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,0,63
76,76,76,196,2,沙特阿拉伯,保加利亚,沙特阿拉伯,国际友谊,2017/11/14 01:00:00,1-0,16,0,1,0.42,8(6),0(0),0.0,0,5,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,43,63
77,77,77,197,2,沙特阿拉伯,葡萄牙,沙特阿拉伯,国际友谊,2017/11/11 04:45:00,3-0,5,1,0,0.41,3(1),0(0),0.0,0,0,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,3,63
78,78,78,198,2,沙特阿拉伯,沙特阿拉伯,加纳,国际友谊,2017/10/11 01:15:00,0-3,0,2,0,0.0,4(3),0(0),0.0,0,5,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,50
79,79,79,199,2,沙特阿拉伯,沙特阿拉伯,牙买加,国际友谊,2017/10/8 01:15:00,5-2,0,0,0,0.0,12(9),0(0),0.0,0,2,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,54
80,80,80,200,2,沙特阿拉伯,沙特阿拉伯,日本,亚洲预选,2017/9/6 01:30:00,1-0,16,1,0,0.51,12(3),0(0),0.0,0,1,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,57
81,81,81,201,2,沙特阿拉伯,阿联酋,沙特阿拉伯,亚洲预选,2017/8/30 00:30:00,2-1,11,1,0,0.55,9(3),0(0),0.0,0,11,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,0,63
82,82,82,202,2,沙特阿拉伯,澳大利亚,沙特阿拉伯,亚洲预选,2017/6/8 18:00:00,3-2,18,0,0,0.44,11(6),0(0),0.0,0,1,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,38,63
83,83,83,203,2,沙特阿拉伯,沙特阿拉伯,伊拉克,亚洲预选,2017/3/29 01:30:00,1-0,7,2,0,0.54,5(1),0(0),0.0,0,6,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,79
84,84,84,204,2,沙特阿拉伯,泰国,沙特阿拉伯,亚洲预选,2017/3/23 20:00:00,0-3,9,0,0,0.47,7(3),0(0),0.0,0,2,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,130,63
85,85,85,205,2,沙特阿拉伯,沙特阿拉伯,斯洛文尼亚B队,国际友谊,2017/1/10 23:00:00,0-0,0,2,0,0.66,10(3),0(0),0.0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24,2017,63,0
86,86,86,206,2,沙特阿拉伯,日本,沙特阿拉伯,亚洲预选,2016/11/15 18:35:00,2-1,11,5,1,0.46,2(2),0(0),0.0,0,1,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,45,54
87,87,87,207,2,沙特阿拉伯,沙特阿拉伯,阿联酋,亚洲预选,2016/10/12 01:45:00,3-0,6,1,0,0.54,16(7),0(0),0.0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,54,0
88,88,88,208,2,沙特阿拉伯,沙特阿拉伯,澳大利亚,亚洲预选,2016/10/7 01:45:00,2-2,12,1,0,0.41,12(4),0(0),0.0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,54,47
89,89,89,209,2,沙特阿拉伯,伊拉克,沙特阿拉伯,亚洲预选,2016/9/6 19:00:00,1-2,0,1,0,0.55,7(3),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,119,54
90,90,90,210,2,沙特阿拉伯,沙特阿拉伯,泰国,亚洲预选,2016/9/2 01:30:00,1-0,0,2,0,0.64,12(5),0(0),0.0,0,10,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,54,126
91,91,91,211,2,沙特阿拉伯,沙特阿拉伯,老挝,国际友谊,2016/8/25 00:30:00,4-0,0,1,0,0.0,18(8),0(0),0.0,0,9,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,54,0
92,92,92,212,2,沙特阿拉伯,阿联酋,沙特阿拉伯,亚洲预选,2016/3/29 23:00:00,1-1,0,1,0,0.5,7(3),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,0,54
93,93,93,213,2,沙特阿拉伯,沙特阿拉伯,马来西亚,亚洲预选,2016/3/25 01:30:00,2-0,0,0,0,0.77,27(14),0(0),0.0,0,16,2018/3/9 09:55:25,2018/3/9 09:55:25,2016,54,161
94,94,94,214,2,沙特阿拉伯,东帝汶,沙特阿拉伯,亚洲预选,2015/11/17 15:00:00,0-10,0,0,0,0.0,0(0),0(0),0.0,0,12,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,170,80
95,95,95,215,2,沙特阿拉伯,巴勒斯坦,沙特阿拉伯,亚洲预选,2015/11/9 22:00:00,0-0,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,134,80
96,96,96,216,2,沙特阿拉伯,沙特阿拉伯,阿联酋,亚洲预选,2015/10/9 01:00:00,2-1,0,2,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,0
97,97,97,217,2,沙特阿拉伯,马来西亚,沙特阿拉伯,亚洲预选,2015/9/8 20:45:00,0-3,0,0,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,170,80
98,98,98,218,2,沙特阿拉伯,沙特阿拉伯,东帝汶,亚洲预选,2015/9/4 01:40:00,7-0,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,170
99,99,99,219,2,沙特阿拉伯,沙特阿拉伯,巴勒斯坦,亚洲预选,2015/6/12 02:00:00,3-2,0,0,0,0.0,0(0),0(0),0.0,0,5,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,134
100,100,100,220,2,沙特阿拉伯,沙特阿拉伯,约旦,国际友谊,2015/3/30 23:30:00,2-1,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,87
101,101,101,221,2,沙特阿拉伯,乌兹别克,沙特阿拉伯,亚洲杯,2015/1/18 17:00:00,3-1,0,3,0,0.0,0(0),0(0),0.0,0,1,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,74,80
102,102,102,222,2,沙特阿拉伯,朝鲜,沙特阿拉伯,亚洲杯,2015/1/14 15:00:00,1-4,0,0,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,105,80
103,103,103,223,2,沙特阿拉伯,沙特阿拉伯,中国,亚洲杯,2015/1/10 17:00:00,0-1,0,3,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,84
104,104,104,224,2,沙特阿拉伯,沙特阿拉伯,韩国,国际友谊,2015/1/4 17:00:00,0-2,0,1,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 09:55:25,2018/3/9 09:55:25,2015,80,51
105,105,105,225,2,沙特阿拉伯,巴林,沙特阿拉伯,国际友谊,2014/12/30 16:00:00,4-1,0,1,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,122,102
106,106,106,226,2,沙特阿拉伯,沙特阿拉伯,卡塔尔,海湾运,2014/11/27 00:45:00,1-2,0,2,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,95
107,107,107,227,2,沙特阿拉伯,沙特阿拉伯,阿联酋,海湾运,2014/11/24 02:00:00,3-2,0,2,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,0
108,108,108,228,2,沙特阿拉伯,沙特阿拉伯,也门,海湾运,2014/11/20 00:45:00,1-0,0,2,0,0.0,0(0),0(0),0.0,0,11,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,176
109,109,109,229,2,沙特阿拉伯,沙特阿拉伯,巴林,海湾运,2014/11/17 01:15:00,3-0,0,1,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,122
110,110,110,230,2,沙特阿拉伯,沙特阿拉伯,卡塔尔,海湾运,2014/11/13 23:59:00,1-1,0,3,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,95
111,111,111,231,2,沙特阿拉伯,沙特阿拉伯,巴勒斯坦,国际友谊,2014/11/6 23:59:00,2-0,0,1,0,0.0,0(0),0(0),0.0,0,8,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,113
112,112,112,232,2,沙特阿拉伯,沙特阿拉伯,黎巴嫩,国际友谊,2014/10/15 01:15:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,126
113,113,113,233,2,沙特阿拉伯,沙特阿拉伯,乌拉圭,国际友谊,2014/10/11 01:15:00,1-1,0,2,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,10
114,114,114,234,2,沙特阿拉伯,沙特阿拉伯,澳大利亚,国际友谊,2014/9/9 03:00:00,2-3,19,1,0,0.33,10(5),0(0),0.0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,100
115,115,115,235,2,沙特阿拉伯,沙特阿拉伯,格鲁吉亚,国际友谊,2014/5/30 03:00:00,0-2,0,0,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,125
116,116,116,236,2,沙特阿拉伯,沙特阿拉伯,摩尔多瓦,国际友谊,2014/5/24 23:59:00,0-4,0,0,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,121
117,117,117,237,2,沙特阿拉伯,沙特阿拉伯,印度尼西亚,亚洲杯,2014/3/6 01:30:00,1-0,9,2,2,0.63,9(4),0(0),0.0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25,2014,102,0
118,118,118,238,2,沙特阿拉伯,沙特阿拉伯,阿根廷,球会友谊,2012/11/15 01:00:00,0-0,0,0,0,0.0,0(0),0(0),0.0,0,0,2018/3/9 09:55:25,2018/3/9 09:55:25,2012,126,3
119,119,119,239,3,埃及,加纳,埃及,非洲预选,2017/11/12 23:30:00,1-1,10,2,0,0.41,5(4),0(0),0.0,0,4,2018/3/9 09:56:30,2018/3/9 09:56:30,2017,50,31
120,120,120,240,3,埃及,埃及,刚果,非洲预选,2017/10/9 01:00:00,2-1,7,1,0,0.59,15(6),0(0),0.0,0,8,2018/3/9 09:56:31,2018/3/9 09:56:31,2017,31,0
