,Unnamed: 0,Unnamed: 0.1,id,team_id,team_name,home_team,visiting_team,type,time,result,foul,yellow_card,red_card,possession,shot,pass,pass_rate,most,score,create_time,update_time,year,home_rank,visiting_rank
1222,1222,1222,1342,18,瑞士,瑞士,法国,世界杯,2014/6/21 03:00:00,2-5,12,0,0,0.57,17(8),0(0),0.0,0,5,2018/3/9 11:16:52,2018/3/9 11:16:52,2014,12,7
1223,1223,1223,1343,18,瑞士,瑞士,厄瓜多尔,世界杯,2014/6/16 00:00:00,2-1,9,1,0,0.57,18(12),0(0),0.0,0,8,2018/3/9 11:16:52,2018/3/9 11:16:52,2014,12,26
1224,1224,1224,1344,18,瑞士,瑞士,秘鲁,国际友谊,2014/6/4 02:30:00,2-0,20,1,0,0.58,11(2),0(0),0.0,0,2,2018/3/9 11:16:52,2018/3/9 11:16:52,2014,12,53
1225,1225,1225,1345,18,瑞士,瑞士,牙买加,国际友谊,2014/5/31 02:30:00,1-0,10,2,0,0.69,26(6),0(0),0.0,0,8,2018/3/9 11:16:52,2018/3/9 11:16:52,2014,12,75
1226,1226,1226,1346,18,瑞士,瑞士,克罗地亚,国际友谊,2014/3/6 03:30:00,2-2,14,1,0,0.43,14(6),0(0),0.0,0,6,2018/3/9 11:16:52,2018/3/9 11:16:52,2014,12,19
1227,1227,1227,1347,18,瑞士,韩国,瑞士,球会友谊,2013/11/15 19:00:00,2-1,0,1,0,0.0,0(0),0(0),0.0,0,1,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,54,8
1228,1228,1228,1348,18,瑞士,瑞士,斯洛文尼亚,欧洲预选,2013/10/16 02:00:00,1-0,15,1,2,0.66,14(6),0(0),0.0,0,7,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,8,29
1229,1229,1229,1349,18,瑞士,阿尔巴尼亚,瑞士,欧洲预选,2013/10/12 02:30:00,1-2,19,3,0,0.52,10(4),0(0),0.0,0,4,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,57,8
1230,1230,1230,1350,18,瑞士,挪威,瑞士,欧洲预选,2013/9/11 01:00:00,0-2,11,1,1,0.41,9(5),0(0),0.0,0,3,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,54,8
1231,1231,1231,1351,18,瑞士,瑞士,冰岛,欧洲预选,2013/9/7 02:30:00,4-4,10,2,0,0.58,25(7),0(0),0.0,0,6,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,8,49
1232,1232,1232,1352,18,瑞士,瑞士,巴西,球会友谊,2013/8/15 02:45:00,1-0,11,3,0,0.46,18(4),0(0),0.0,0,5,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,8,10
1233,1233,1233,1353,18,瑞士,瑞士,塞浦路斯,欧洲预选,2013/6/8 23:30:00,1-0,18,2,0,0.71,23(10),0(0),0.0,0,15,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,8,126
1234,1234,1234,1354,18,瑞士,塞浦路斯,瑞士,欧洲预选,2013/3/24 00:30:00,0-0,14,3,1,0.62,17(3),0(0),0.0,0,7,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,126,8
1235,1235,1235,1355,18,瑞士,希腊,瑞士,球会友谊,2013/2/7 03:30:00,0-0,8,2,1,0.45,19(7),0(0),0.0,0,5,2018/3/9 11:16:52,2018/3/9 11:16:52,2013,12,8
1236,1236,1236,1356,18,瑞士,冰岛,瑞士,欧洲预选,2012/10/17 02:30:00,0-2,9,1,0,0.5,17(5),0(0),0.0,0,4,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,90,12
1237,1237,1237,1357,18,瑞士,瑞士,挪威,欧洲预选,2012/10/13 02:30:00,1-1,9,2,1,0.54,19(11),0(0),0.0,0,4,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,12,24
1238,1238,1238,1358,18,瑞士,瑞士,阿尔巴尼亚,欧洲预选,2012/9/12 02:30:00,2-0,9,4,1,0.51,6(4),0(0),0.0,0,3,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,12,63
1239,1239,1239,1359,18,瑞士,斯洛文尼亚,瑞士,欧洲预选,2012/9/8 02:30:00,0-2,15,2,1,0.58,10(4),0(0),0.0,0,3,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,49,12
1240,1240,1240,1360,18,瑞士,瑞士,罗马尼亚,球会友谊,2012/5/31 02:15:00,0-1,13,1,1,0.57,19(10),0(0),0.0,0,9,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,12,33
1241,1241,1241,1361,18,瑞士,瑞士,德国,球会友谊,2012/5/26 23:59:00,5-3,17,2,0,0.57,14(3),0(0),0.0,0,3,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,12,2
1242,1242,1242,1362,18,瑞士,瑞士,阿根廷,球会友谊,2012/3/1 03:30:00,1-3,9,1,1,0.61,13(2),0(0),0.0,0,3,2018/3/9 11:16:52,2018/3/9 11:16:52,2012,12,3
1243,1243,1243,1363,18,瑞士,瑞士,黑山,欧洲杯,2011/10/12 02:15:00,2-0,6,3,1,0.46,24(14),0(0),0.0,0,9,2018/3/9 11:16:52,2018/3/9 11:16:52,2011,17,51
1244,1244,1244,1364,18,瑞士,威尔士,瑞士,欧洲杯,2011/10/8 02:45:00,2-0,11,2,1,0.45,10(6),0(0),0.0,0,11,2018/3/9 11:16:52,2018/3/9 11:16:52,2011,48,17
1245,1245,1245,1365,18,瑞士,瑞士,保加利亚,欧洲杯,2011/9/7 02:30:00,3-1,7,2,0,0.65,13(5),0(0),0.0,0,8,2018/3/9 11:16:52,2018/3/9 11:16:52,2011,17,84
1246,1246,1246,1366,19,巴西,英格兰,巴西,国际友谊,2017/11/15 04:00:00,0-0,15,1,0,0.61,14(3),748(654),0.87,1,2,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,15,2
1247,1247,1247,1367,19,巴西,日本,巴西,国际友谊,2017/11/10 20:00:00,1-3,12,1,0,0.66,7(6),0(0),0.0,0,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,57,2
1248,1248,1248,1368,19,巴西,巴西,智利,南美预选,2017/10/11 07:30:00,3-0,25,2,0,0.58,15(8),499(438),0.88,1,7,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,2,10
1249,1249,1249,1369,19,巴西,玻利维亚,巴西,南美预选,2017/10/6 04:00:00,0-0,9,0,0,0.58,17(11),0(0),0.0,0,6,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,49,2
1250,1250,1250,1370,19,巴西,哥伦比亚,巴西,南美预选,2017/9/6 04:30:00,1-1,15,1,0,0.5,12(4),0(0),0.0,0,5,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,13,2
1251,1251,1251,1371,19,巴西,巴西,厄瓜多尔,南美预选,2017/9/1 08:45:00,2-0,17,3,0,0.69,17(10),0(0),0.0,0,9,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,2,70
1252,1252,1252,1372,19,巴西,澳大利亚,巴西,国际友谊,2017/6/13 18:05:00,0-4,13,0,0,0.57,15(9),0(0),0.0,0,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,38,2
1253,1253,1253,1373,19,巴西,巴西,阿根廷,国际友谊,2017/6/9 18:05:00,0-1,20,2,0,0.39,16(3),351(281),0.8,1,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,2,4
1254,1254,1254,1374,19,巴西,巴西,巴拉圭,南美预选,2017/3/29 08:45:00,3-0,16,0,0,0.67,18(6),0(0),0.0,0,11,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,2,30
1255,1255,1255,1375,19,巴西,乌拉圭,巴西,南美预选,2017/3/24 07:00:00,1-4,11,3,0,0.53,9(6),0(0),0.0,0,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,21,2
1256,1256,1256,1376,19,巴西,巴西,哥伦比亚,国际友谊,2017/1/26 07:45:00,1-0,15,3,0,0.5,11(5),0(0),0.0,0,2,2018/3/9 11:21:31,2018/3/9 11:21:31,2017,2,13
1257,1257,1257,1377,19,巴西,秘鲁,巴西,南美预选,2016/11/16 10:15:00,0-2,17,1,0,0.53,13(4),0(0),0.0,0,5,2018/3/9 11:21:31,2018/3/9 11:21:31,2016,19,2
1258,1258,1258,1378,19,巴西,巴西,阿根廷,南美预选,2016/11/11 07:45:00,3-0,23,2,0,0.46,13(5),398(342),0.86,1,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2016,2,1
1259,1259,1259,1379,19,巴西,委内瑞拉,巴西,南美预选,2016/10/12 08:30:00,0-2,16,1,0,0.66,13(5),0(0),0.0,0,5,2018/3/9 11:21:31,2018/3/9 11:21:31,2016,59,2
1260,1260,1260,1380,19,巴西,巴西,玻利维亚,南美预选,2016/10/7 08:45:00,5-0,16,1,0,0.71,19(9),0(0),0.0,0,3,2018/3/9 11:21:31,2018/3/9 11:21:31,2016,2,95
1261,1261,1261,1381,19,巴西,巴西,哥伦比亚,南美预选,2016/9/7 08:45:00,2-1,13,4,0,0.63,16(6),673(598),0.89,1,7,2018/3/9 11:21:31,2018/3/9 11:21:31,2016,2,6
1262,1262,1262,1382,19,巴西,厄瓜多尔,巴西,南美预选,2016/9/2 05:00:00,0-3,11,1,0,0.61,16(5),0(0),0.0,0,3,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,20,2
1263,1263,1263,1383,19,巴西,巴西,秘鲁,美洲杯,2016/6/13 08:55:00,0-1,18,3,0,0.64,14(5),0(0),0.0,0,10,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,2,19
1264,1264,1264,1384,19,巴西,巴西,海地,美洲杯,2016/6/9 07:30:00,7-1,2,1,0,0.65,8(2),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,2,0
1265,1265,1265,1385,19,巴西,巴西,厄瓜多尔,美洲杯,2016/6/5 10:00:00,0-0,12,3,0,0.69,9(2),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,2,20
1266,1266,1266,1386,19,巴西,巴西,巴拿马,国际友谊,2016/5/30 09:30:00,2-0,17,4,0,0.39,19(6),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,2,58
1267,1267,1267,1387,19,巴西,巴拉圭,巴西,南美预选,2016/3/30 08:45:00,2-2,12,1,0,0.6,19(10),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,40,2
1268,1268,1268,1388,19,巴西,巴西,乌拉圭,南美预选,2016/3/26 08:45:00,2-2,20,3,0,0.57,9(4),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2016,2,9
1269,1269,1269,1389,19,巴西,巴西,秘鲁,南美预选,2015/11/18 08:00:00,3-0,21,1,0,0.6,14(5),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,47
1270,1270,1270,1390,19,巴西,阿根廷,巴西,南美预选,2015/11/14 08:00:00,1-1,21,4,1,0.52,10(4),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,2,6
1271,1271,1271,1391,19,巴西,巴西,委内瑞拉,南美预选,2015/10/14 09:00:00,3-1,10,1,0,0.63,15(5),0(0),0.0,0,14,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,83
1272,1272,1272,1392,19,巴西,智利,巴西,南美预选,2015/10/9 07:35:00,2-0,12,1,0,0.5,13(1),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,5,6
1273,1273,1273,1393,19,巴西,美国,巴西,国际友谊,2015/9/9 08:40:00,1-4,13,0,0,0.53,14(7),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,32,6
1274,1274,1274,1394,19,巴西,哥斯达黎加,巴西,国际友谊,2015/9/6 04:00:00,0-1,19,1,0,0.62,18(8),0(0),0.0,0,11,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,37,6
1275,1275,1275,1395,19,巴西,巴西,巴拉圭,美洲杯,2015/6/28 05:30:00,1-1,14,2,0,0.59,6(3),485(383),0.79,1,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,46
1276,1276,1276,1396,19,巴西,巴西,委内瑞拉,美洲杯,2015/6/22 05:30:00,2-1,17,1,0,0.57,17(8),573(491),0.86,1,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,83
1277,1277,1277,1397,19,巴西,巴西,哥伦比亚,美洲杯,2015/6/18 08:00:00,0-1,20,3,1,0.6,9(2),565(484),0.86,1,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,8
1278,1278,1278,1398,19,巴西,巴西,秘鲁,美洲杯,2015/6/15 05:30:00,2-1,17,2,0,0.59,16(4),495(434),0.88,1,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,47
1279,1279,1279,1399,19,巴西,巴西,洪都拉斯,国际友谊,2015/6/11 09:00:00,1-0,17,3,0,0.65,15(6),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,101
1280,1280,1280,1400,19,巴西,巴西,墨西哥,国际友谊,2015/6/8 04:00:00,2-0,17,0,0,0.47,7(2),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,22
1281,1281,1281,1401,19,巴西,巴西,智利,国际友谊,2015/3/29 22:00:00,1-0,32,5,0,0.37,8(2),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,6,5
1282,1282,1282,1402,19,巴西,法国,巴西,国际友谊,2015/3/27 04:00:00,1-3,13,0,0,0.5,15(8),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2015,25,6
1283,1283,1283,1403,19,巴西,奥地利,巴西,国际友谊,2014/11/19 02:00:00,1-2,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,23,6
1284,1284,1284,1404,19,巴西,土耳其,巴西,国际友谊,2014/11/13 02:30:00,0-4,0,0,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,49,6
1285,1285,1285,1405,19,巴西,日本,巴西,国际友谊,2014/10/14 18:45:00,0-4,0,0,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,54,6
1286,1286,1286,1406,19,巴西,巴西,阿根廷,国际友谊,2014/10/11 20:10:00,2-0,0,2,0,0.0,10(6),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,2
1287,1287,1287,1407,19,巴西,巴西,厄瓜多尔,国际友谊,2014/9/10 09:00:00,1-0,12,0,0,0.57,11(4),0(0),0.0,0,1,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,26
1288,1288,1288,1408,19,巴西,巴西,哥伦比亚,国际友谊,2014/9/6 09:00:00,1-0,13,2,0,0.52,5(2),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,3
1289,1289,1289,1409,19,巴西,巴西,荷兰,世界杯,2014/7/13 04:00:00,0-3,16,3,0,0.58,11(5),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,5
1290,1290,1290,1410,19,巴西,巴西,德国,世界杯,2014/7/9 04:00:00,1-7,11,1,0,0.51,18(13),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,1
1291,1291,1291,1411,19,巴西,巴西,哥伦比亚,世界杯,2014/7/5 04:00:00,2-1,31,2,0,0.51,12(6),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,3
1292,1292,1292,1412,19,巴西,巴西,智利,世界杯,2014/6/29 00:00:00,1-1,28,2,0,0.49,23(13),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,14
1293,1293,1293,1413,19,巴西,巴西,喀麦隆,世界杯,2014/6/24 04:00:00,4-1,19,0,0,0.54,19(18),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,0
1294,1294,1294,1414,19,巴西,巴西,墨西哥,世界杯,2014/6/18 03:00:00,0-0,13,2,0,0.53,14(8),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,20
1295,1295,1295,1415,19,巴西,巴西,克罗地亚,世界杯,2014/6/13 04:00:00,3-1,5,2,0,0.59,14(9),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,19
1296,1296,1296,1416,19,巴西,巴西,塞尔维亚,国际友谊,2014/6/7 03:10:00,1-0,13,0,0,0.63,14(3),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,38
1297,1297,1297,1417,19,巴西,巴西,巴拿马,国际友谊,2014/6/4 03:00:00,4-0,22,2,0,0.62,17(7),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,6,57
1298,1298,1298,1418,19,巴西,南非,巴西,国际友谊,2014/3/6 01:00:00,0-5,15,1,0,0.51,14(7),0(0),0.0,0,3,2018/3/9 11:21:32,2018/3/9 11:21:32,2014,52,6
1299,1299,1299,1419,19,巴西,巴西,智利,球会友谊,2013/11/20 09:00:00,2-1,0,2,0,0.0,0(0),0(0),0.0,0,9,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,15
1300,1300,1300,1420,19,巴西,巴西,洪都拉斯,球会友谊,2013/11/17 08:30:00,5-0,0,1,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,42
1301,1301,1301,1421,19,巴西,韩国,巴西,球会友谊,2013/10/12 19:00:00,0-2,18,0,0,0.61,12(4),0(0),0.0,0,3,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,54,10
1302,1302,1302,1422,19,巴西,巴西,葡萄牙,球会友谊,2013/9/11 09:00:00,3-1,0,2,0,0.0,0(0),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,5
1303,1303,1303,1423,19,巴西,瑞士,巴西,球会友谊,2013/8/15 02:45:00,1-0,16,2,0,0.54,10(1),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,8,10
1304,1304,1304,1424,19,巴西,巴西,西班牙,洲际杯,2013/7/1 06:00:00,3-0,26,0,0,0.48,14(8),0(0),0.0,0,1,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,1
1305,1305,1305,1425,19,巴西,巴西,乌拉圭,洲际杯,2013/6/27 03:00:00,2-1,14,3,0,0.68,19(8),0(0),0.0,0,9,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,6
1306,1306,1306,1426,19,巴西,巴西,意大利,洲际杯,2013/6/23 03:00:00,4-2,27,3,1,0.59,14(8),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,7
1307,1307,1307,1427,19,巴西,巴西,墨西哥,洲际杯,2013/6/20 03:00:00,2-0,24,2,1,0.45,13(5),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,21
1308,1308,1308,1428,19,巴西,巴西,日本,洲际杯,2013/6/16 03:00:00,3-0,16,0,0,0.63,13(4),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,47
1309,1309,1309,1429,19,巴西,巴西,法国,球会友谊,2013/6/10 03:00:00,3-0,14,1,0,0.54,17(6),0(0),0.0,0,7,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,20
1310,1310,1310,1430,19,巴西,巴西,英格兰,球会友谊,2013/6/3 03:00:00,2-2,11,1,1,0.62,32(11),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,13
1311,1311,1311,1431,19,巴西,巴西,俄罗斯,球会友谊,2013/3/26 03:30:00,1-1,12,1,0,0.53,11(2),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,22
1312,1312,1312,1432,19,巴西,巴西,意大利,球会友谊,2013/3/22 03:30:00,2-2,23,3,0,0.55,15(5),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,10,7
1313,1313,1313,1433,19,巴西,英格兰,巴西,球会友谊,2013/2/7 03:30:00,2-1,0,0,0,0.0,0(0),0(0),0.0,0,0,2018/3/9 11:21:32,2018/3/9 11:21:32,2013,13,10
1314,1314,1314,1434,19,巴西,巴西,哥伦比亚,球会友谊,2012/11/15 08:30:00,1-1,13,2,0,0.64,12(3),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,18,5
1315,1315,1315,1435,19,巴西,日本,巴西,球会友谊,2012/10/16 20:10:00,0-4,14,2,1,0.65,18(7),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,22,18
1316,1316,1316,1436,19,巴西,巴西,中国,球会友谊,2012/9/11 09:00:00,8-0,13,1,0,0.65,13(5),0(0),0.0,0,6,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,18,88
1317,1317,1317,1437,19,巴西,瑞典,巴西,球会友谊,2012/8/16 02:00:00,0-3,11,2,1,0.44,15(3),0(0),0.0,0,0,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,20,18
1318,1318,1318,1438,19,巴西,阿根廷,巴西,球会友谊,2012/6/10 03:00:00,4-3,10,3,1,0.53,11(2),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,3,18
1319,1319,1319,1439,19,巴西,巴西,墨西哥,球会友谊,2012/6/4 03:00:00,0-2,11,2,0,0.67,16(5),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,18,15
1320,1320,1320,1440,19,巴西,美国,巴西,球会友谊,2012/5/31 08:00:00,1-4,12,2,1,0.52,13(7),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,28,18
1321,1321,1321,1441,19,巴西,丹麦,巴西,球会友谊,2012/5/26 21:30:00,1-3,13,2,0,0.5,9(2),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,23,18
1322,1322,1322,1442,19,巴西,波黑,巴西,球会友谊,2012/2/29 03:00:00,1-2,11,3,1,0.63,13(2),0(0),0.0,0,4,2018/3/9 11:21:32,2018/3/9 11:21:32,2012,27,18
1323,1323,1323,1443,19,巴西,巴西,埃及,球会友谊,2011/11/15 01:00:00,2-0,5,0,0,0.47,9(8),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2011,6,31
1324,1324,1324,1444,19,巴西,巴西,巴拉圭,美洲杯,2011/7/18 03:00:00,0-0,16,2,1,0.48,16(8),0(0),0.0,0,8,2018/3/9 11:21:32,2018/3/9 11:21:32,2011,6,24
1325,1325,1325,1445,19,巴西,巴西,厄瓜多尔,美洲杯,2011/7/14 08:45:00,4-2,3,0,1,0.55,5(1),0(0),0.0,0,2,2018/3/9 11:21:32,2018/3/9 11:21:32,2011,6,42
1326,1326,1326,1446,19,巴西,巴西,巴拉圭,美洲杯,2011/7/10 03:00:00,2-2,20,2,0,0.55,6(5),0(0),0.0,0,5,2018/3/9 11:21:32,2018/3/9 11:21:32,2011,6,24
1327,1327,1327,1447,19,巴西,巴西,委内瑞拉,美洲杯,2011/7/4 03:00:00,0-0,14,1,0,0.47,6(3),0(0),0.0,0,1,2018/3/9 11:21:32,2018/3/9 11:21:32,2011,6,39
1328,1328,1328,1448,20,哥斯达黎加,匈牙利,哥斯达黎加,国际友谊,2017/11/15 03:15:00,1-0,10,1,0,0.62,8(5),0(0),0.0,0,7,2018/3/9 11:22:26,2018/3/9 11:22:26,2017,53,26
1329,1329,1329,1449,20,哥斯达黎加,西班牙,哥斯达黎加,国际友谊,2017/11/12 04:30:00,5-0,12,1,0,0.33,4(1),0(0),0.0,0,1,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,6,26
1330,1330,1330,1450,20,哥斯达黎加,巴拿马,哥斯达黎加,北美预选,2017/10/11 08:00:00,2-1,17,1,0,0.43,6(3),0(0),0.0,0,3,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,55,26
1331,1331,1331,1451,20,哥斯达黎加,哥斯达黎加,洪都拉斯,北美预选,2017/10/8 06:00:00,1-1,17,3,0,0.52,6(4),0(0),0.0,0,2,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,68
1332,1332,1332,1452,20,哥斯达黎加,哥斯达黎加,墨西哥,北美预选,2017/9/6 10:05:00,1-1,17,2,0,0.52,14(5),0(0),0.0,0,6,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,16
1333,1333,1333,1453,20,哥斯达黎加,美国,哥斯达黎加,北美预选,2017/9/2 06:55:00,0-2,18,2,0,0.39,6(2),0(0),0.0,0,2,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,24,26
1334,1334,1334,1454,20,哥斯达黎加,哥斯达黎加,美国,美金杯,2017/7/23 10:15:00,0-2,15,1,0,0.4,8(3),0(0),0.0,0,4,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,24
1335,1335,1335,1455,20,哥斯达黎加,哥斯达黎加,巴拿马,美金杯,2017/7/20 06:15:00,1-0,10,1,0,0.51,10(6),0(0),0.0,0,6,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,55
1336,1336,1336,1456,20,哥斯达黎加,哥斯达黎加,法属圭亚那,美金杯,2017/7/15 07:35:00,3-0,10,0,0,0.47,15(6),0(0),0.0,0,3,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,0
1337,1337,1337,1457,20,哥斯达黎加,哥斯达黎加,加拿大,美金杯,2017/7/12 07:40:00,1-1,10,1,0,0.62,19(10),0(0),0.0,0,8,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,94
1338,1338,1338,1458,20,哥斯达黎加,洪都拉斯,哥斯达黎加,美金杯,2017/7/8 09:35:00,0-1,16,4,0,0.47,8(2),0(0),0.0,0,9,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,68,26
1339,1339,1339,1459,20,哥斯达黎加,哥斯达黎加,特立尼达和多巴哥,北美预选,2017/6/14 10:00:00,2-1,11,1,0,0.52,17(6),0(0),0.0,0,3,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,87
1340,1340,1340,1460,20,哥斯达黎加,哥斯达黎加,巴拿马,北美预选,2017/6/9 10:00:00,0-0,6,1,1,0.59,17(10),0(0),0.0,0,11,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,55
1341,1341,1341,1461,20,哥斯达黎加,洪都拉斯,哥斯达黎加,北美预选,2017/3/29 05:00:00,1-1,17,2,0,0.46,7(1),0(0),0.0,0,3,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,68,26
1342,1342,1342,1462,20,哥斯达黎加,墨西哥,哥斯达黎加,北美预选,2017/3/25 09:50:00,2-0,10,1,0,0.47,9(2),0(0),0.0,0,7,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,16,26
1343,1343,1343,1463,20,哥斯达黎加,巴拿马,哥斯达黎加,中美杯,2017/1/23 05:05:00,1-0,0,1,0,0.53,15(8),0(0),0.0,0,3,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,55,26
1344,1344,1344,1464,20,哥斯达黎加,洪都拉斯,哥斯达黎加,中美杯,2017/1/21 07:30:00,1-1,0,2,0,0.56,13(4),0(0),0.0,0,4,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,68,26
1345,1345,1345,1465,20,哥斯达黎加,哥斯达黎加,尼加拉瓜,中美杯,2017/1/18 07:35:00,0-0,0,3,0,0.6,11(4),0(0),0.0,0,5,2018/3/9 11:22:27,2018/3/9 11:22:27,2017,26,119
